Entidad Federativa,Municipio,CVEGEO,Rango de pobreza (%),Rango de pobreza extrema (%)
Aguascalientes,Jesús María,0100500010374,"(34, 50]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010482,"(34, 50]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010497,"(34, 50]","[ 0, 20]"
Aguascalientes,Jesús María,010050001050A,"(18, 34]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010514,"(34, 50]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010533,"(18, 34]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010548,"(34, 50]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010552,"(34, 50]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010571,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Aguascalientes,Jesús María,0100500010586,"[ 0, 18]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010622,"[ 0, 18]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010637,"(18, 34]","[ 0, 20]"
Aguascalientes,Jesús María,0100500010641,"(50, 70]","[ 0, 20]"
Aguascalientes,Jesús María,010050023043A,"(18, 34]","[ 0, 20]"
Aguascalientes,Jesús María,0100500410302,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Aguascalientes,Jesús María,0100500410317,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Aguascalientes,Jesús María,0100500410389,"(18, 34]","[ 0, 20]"
Aguascalientes,Jesús María,0100500410393,"(18, 34]","[ 0, 20]"
Aguascalientes,Jesús María,0100500410406,"(18, 34]","[ 0, 20]"
Aguascalientes,Jesús María,0100500410463,"[ 0, 18]","[ 0, 20]"
Aguascalientes,Jesús María,0100500410478,"[ 0, 18]","[ 0, 20]"
Aguascalientes,Jesús María,0100502450590,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Aguascalientes,Jesús María,0100502450603,"(18, 34]","[ 0, 20]"
Aguascalientes,Jesús María,0100504270444,"[ 0, 18]","[ 0, 20]"
Aguascalientes,Jesús María,0100504270459,"[ 0, 18]","[ 0, 20]"
Aguascalientes,Jesús María,0100504680618,"[ 0, 18]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010051,"(34, 50]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010070,"(18, 34]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010085,"[ 0, 18]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,010060001009A,"(34, 50]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010102,"(34, 50]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010136,"(34, 50]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010140,"(18, 34]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010174,"(18, 34]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,010060001023A,"(18, 34]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010244,"(18, 34]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010259,"(18, 34]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010263,"[ 0, 18]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010278,"(34, 50]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600010282,"(18, 34]","[ 0, 20]"
Aguascalientes,Pabellón de Arteaga,0100600070189,"(50, 70]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700010059,"(34, 50]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700010063,"(34, 50]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700010114,"(50, 70]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700010129,"(34, 50]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700010133,"(34, 50]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700010218,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Aguascalientes,Rincón de Romos,0100700010222,"(34, 50]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700010237,"(18, 34]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700010241,"(50, 70]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700010260,"(18, 34]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700180190,"(70, 100]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700300148,"(34, 50]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700300167,"(34, 50]","[ 0, 20]"
Aguascalientes,Rincón de Romos,0100700300256,"(34, 50]","[ 0, 20]"
Aguascalientes,Tepezalá,0100900010087,"(50, 70]","[ 0, 20]"
Aguascalientes,Tepezalá,0100900010104,"(50, 70]","[ 0, 20]"
Aguascalientes,Tepezalá,0100900010138,"(34, 50]","[ 0, 20]"
Aguascalientes,Tepezalá,0100900010161,"(50, 70]","[ 0, 20]"
Aguascalientes,Tepezalá,0100900010208,"(50, 70]","[ 0, 20]"
Aguascalientes,Tepezalá,0100900250176,"(50, 70]","[ 0, 20]"
Aguascalientes,Tepezalá,0100900250180,"(34, 50]","[ 0, 20]"
Aguascalientes,El Llano,0101000010143,"(50, 70]","[ 0, 20]"
Aguascalientes,El Llano,0101000010158,"(50, 70]","[ 0, 20]"
Aguascalientes,El Llano,0101000010162,"(70, 100]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101100010013,"(34, 50]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101100010028,"(34, 50]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101100010032,"(18, 34]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101100010051,"(34, 50]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101100010066,"(34, 50]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101100010070,"(34, 50]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101100010117,"(18, 34]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101100010121,"(18, 34]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101100010140,"(34, 50]","[ 0, 20]"
Aguascalientes,San Francisco de los Romo,0101101280136,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010435,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,020010001044A,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010454,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010488,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100010492,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100010505,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010524,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010543,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010558,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010562,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010577,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010581,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010613,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100010628,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010632,Una vivienda particular habitada,Una vivienda particular habitada
Baja California,Ensenada,0200100010647,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010651,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010666,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100010670,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010685,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010001069A,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010717,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010721,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100010736,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010740,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010755,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,020010001076A,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010789,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010793,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100010825,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010001083A,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010844,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010859,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010863,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010882,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100010929,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100011005,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010001101A,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100011024,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011039,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011043,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011058,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011062,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011077,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011081,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011221,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011236,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011240,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011255,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011293,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100011306,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100011310,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100011397,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,020010001140A,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011414,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100011452,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011467,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011471,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011486,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100011490,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011503,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011518,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011522,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011537,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100011541,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011556,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100011560,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100011575,"(70, 100]","[ 0, 20]"
Baja California,Ensenada,020010001158A,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100011594,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011607,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100011611,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100011626,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100011876,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100011880,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100011895,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100011908,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100012060,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100012075,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,020010001208A,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100012107,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100012111,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100012126,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100012145,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010001215A,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100012164,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100012179,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100012183,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100012198,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100012234,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100012431,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100012446,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100015968,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100015987,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100015991,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100016006,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100016010,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100016025,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100016148,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017377,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100017432,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017447,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100017451,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010001749A,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100017502,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017625,Una vivienda particular habitada,Una vivienda particular habitada
Baja California,Ensenada,0200100017644,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017659,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100017663,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100017678,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100017682,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100017697,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,020010001770A,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017714,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017729,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017733,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017748,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017752,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017767,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017771,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017786,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017790,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100017818,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100017822,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017837,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017841,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017856,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017860,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017875,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,020010001788A,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017894,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017907,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017911,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017926,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017930,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017945,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,020010001795A,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100017964,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017979,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100017998,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100018002,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100018017,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100018021,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100018036,Una vivienda particular habitada,Una vivienda particular habitada
Baja California,Ensenada,0200100018040,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100018055,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010001806A,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100018074,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100018089,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100018093,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100018106,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100018110,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010001838A,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100018394,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100018407,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100018426,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100018430,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100018445,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,020010001845A,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100018464,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100018479,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100018568,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100018572,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100018587,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100018680,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100018695,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100018708,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100018712,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100018727,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100018731,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100018746,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019551,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100019566,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100019585,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,020010001959A,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100019602,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100019617,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019621,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019636,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100019640,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019655,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010001966A,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019674,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019689,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019693,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019706,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100019710,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019725,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,020010001973A,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100019744,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100019759,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100019763,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019778,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100019797,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010001980A,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100019814,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100019829,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100019833,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019848,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100019852,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019867,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019871,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019886,"[ 0, 18]","[ 0, 20]"
Baja California,Ensenada,0200100019890,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200100019903,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,020010060119A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100601202,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100601630,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200100601645,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100601912,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100602304,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100602319,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100607305,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,020010060731A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100607610,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100608638,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100608661,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200100608676,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100608750,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100608996,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100609462,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200100609547,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200101146186,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200101147343,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200101148888,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200101331217,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200101331700,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200101332323,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200101332408,"(70, 100]","(20, 50]"
Baja California,Ensenada,0200101332412,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200101337269,"(50, 70]","[ 0, 20]"
Baja California,Ensenada,0200101337273,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200101337381,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200101338318,"(34, 50]","[ 0, 20]"
Baja California,Ensenada,0200101338322,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200101338337,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200101338411,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200101338515,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200101338642,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Baja California,Ensenada,0200101338958,"(18, 34]","[ 0, 20]"
Baja California,Ensenada,0200101338962,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
